x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,y
0.9283453256229866,0.0,0.09243354491354062,0.0867838092266496,0.02346848893596316,0.03329126691302659,0.004291046319313914,0.14935256702532215,1.022893575503496,0.013996212293232549,0.004406161768651936,0.012624999054908593,0.0,0.007661702178737535,0.13737915184846958,0.0,0.3073027560969583,0.008112272441180915,0.010873475347863374,0.0,0.5004176672702904,0.6017128992235932,0.00928272832107557,0.8176114307728274,0.7876646255677355,0.2381650848091868,0.2063935546418788,0.5201435047066644,0.03659744527394826,0.18082822100870125,0.07512057597742858,0.09868194914260181,0.08296828455370486,0.09769465464054768,0.045869151787825635,0.3211248592564758,0.0,0.2569340201320415,0.1991745578570899,0.050847352563549754,0.3389252884590828,0.2212062477363539,0.33712509705208643,0.9099683597110144,0.31907281536606924,0.25112764158088174,0.31177454498302626,0.020114897631168638,0.024260261528523445,0.003035680508458739,0.08915833011790962,0.0,0.02274987523503564,0.0,0.11302280142910916,0.0,0.0918823918050027,0.0,0.1357991246451947,0.047402354045227774,0.02617540132172679,0.10308688820412581,0.4119657743873868,0.01897743526617233,0.0,0.0400556490184728,0.6312912028094769,0.09981926144979959,0.1416881691495657,21
0.6006940342266384,0.04631224753168922,0.03361219815037841,0.12397687032378514,0.01173424446798158,0.011097088971008863,0.04291046319313914,0.02489209450422036,1.3672339870591284,0.0,0.008812323537303872,0.05049999621963437,0.0,0.007661702178737535,0.02289652530807826,0.24430699644276635,0.12292110243878332,0.0040561362205904575,0.0,0.00806781025173106,0.31025895370758005,0.27419828319049816,0.0061884855473837135,0.6657693079150165,0.4968346099734947,0.20095179030775137,0.12383613278512728,0.5501517838243566,0.06709531633557181,0.16791191950807974,0.021463021707836736,0.12145470663704838,0.09679633197932233,0.3541431230719853,0.045869151787825635,0.25689988740518066,0.0,0.043866783924982694,0.07113377066324639,0.022598823361577668,0.06276394230723756,0.14378406102863003,0.21226394999575812,0.4362861998614453,0.30030382622688867,0.08370921386029392,0.48183338770104056,0.0050287244077921595,0.0,0.0,0.016210605475983568,0.014519255328076753,0.0,0.0,0.037674267143036386,0.0,0.04594119590250135,0.0,0.038799749898627056,0.03555176553392083,0.01745026754781786,0.0,0.32714929142527777,0.0,0.0,0.0,0.27776812923616984,0.0,0.047229389716521894,26
0.7554182551638028,0.015437415843896407,0.20167318890227043,0.0867838092266496,0.03520273340394474,0.0,0.01287313895794174,0.07467628351266108,1.033021234666897,0.0,0.0,0.07574999432945156,0.0,0.007661702178737535,0.01144826265403913,0.12215349822138317,0.043900393728136894,0.0040561362205904575,0.005436737673931687,0.0,0.31025895370758005,0.23611518830292896,0.0,0.9577733903338835,0.8361362948334423,0.14885317800574174,0.1031967773209394,0.3701021091182035,0.04879659369859768,0.2195771255105658,0.0,0.03795459582407762,0.2350768062354971,0.1831774774510269,0.045869151787825635,0.24405489303492162,0.0,0.031333417089273355,0.24185482025503774,0.022598823361577668,0.3389252884590828,0.13272374864181236,0.18729172058449248,0.42382087986540395,0.30968832079647896,0.0697576782169116,0.4062516798263675,0.015086173223376478,0.0,0.0,0.13779014654586033,0.05807702131230701,0.02274987523503564,0.0,0.11302280142910916,0.0,0.19907851557750586,0.04178543391211945,0.038799749898627056,0.017775882766960415,0.04362566886954465,0.03436229606804194,0.2423328084631687,0.0,0.0,0.0200278245092364,0.4671554900790129,0.049909630724899796,0.1259450392440584,31
0.6006940342266384,0.0077187079219482035,0.14285184213910823,0.11157918329140662,0.02933561116995395,0.03329126691302659,0.008582092638627827,0.07467628351266108,0.7291914597648685,0.055984849172930194,0.004406161768651936,0.012624999054908593,0.0,0.0,0.05724131327019565,0.02714522182697404,0.2985226773513309,0.0,0.03805716371752181,0.0,1.090910514649233,0.4950802335383994,0.0,0.8993725738501102,0.7513108736184554,0.6326260065244025,0.07223774412465758,0.560154543530254,0.06709531633557181,0.11624671350559367,0.13950964110093877,0.02277275749444657,0.26273290108673203,0.061059159150342296,0.11467287946956409,0.2055199099241445,0.0,0.043866783924982694,0.24185482025503774,0.022598823361577668,0.45190038461211046,0.28756812205726007,0.17480560587885963,0.511078119837693,0.33784180450524975,0.15346689207720554,0.4723856742167064,0.0,0.006065065382130861,0.0,0.13779014654586033,0.029038510656153507,0.04549975047007128,0.0,0.12558089047678794,0.0,0.0612549278700018,0.06267815086817918,0.09699937474656764,0.023701177022613887,0.04362566886954465,0.183265579029557,0.47254897650317895,0.0,0.0,0.0200278245092364,1.0226917485513527,0.083182717874833,0.157431299055073,27
0.8737367770569285,0.0077187079219482035,0.28570368427821646,0.12397687032378514,0.0586712223399079,0.022194177942017727,0.008582092638627827,0.27381303954642394,0.9013616655426847,0.041988636879697644,0.0,0.08837499338436015,0.0,0.0,0.01144826265403913,0.05429044365394808,0.31608283484258565,0.0,0.027183688369658433,0.0,0.8607183877048994,0.9292275152566882,0.012376971094767427,1.8104253109969748,1.6359188377176044,0.4763301696183736,0.18575419917769093,1.020281490001534,0.15248935530811775,0.1549956180074582,0.35413985817930616,0.09109102997778629,0.1244524268305573,0.01221183183006846,0.057336439734782044,0.3339698536267348,0.012147512955680001,0.07520020101425605,0.14226754132649277,0.01694911752118325,0.2887141346132928,0.4092315583122547,0.2372361794070238,0.4113555598693627,0.2346123642397568,0.12556382079044087,0.6896830843563914,0.0,0.0,0.003035680508458739,0.11347423833188497,0.014519255328076753,0.0,0.011508847526975915,0.3013941371442911,0.0,0.4287844950900126,0.010446358478029863,0.1066993122212244,0.13035647362437638,0.0872513377390893,0.12599508558282044,0.3877324935410699,0.009488717633086166,0.0,0.1602225960738912,0.8711818598770781,0.1330923485997328,0.157431299055073,28
0.5460854856605803,0.0,0.21007623843986503,0.09918149625902811,0.01760136670197237,0.055485444855044315,0.0,0.22402885053798324,0.6582978456210619,0.0,0.0,0.06312499527454296,0.0,0.0038308510893687673,0.0,0.040717832740461056,0.10536094494752855,0.01622454488236183,0.0,0.0,0.5304427273065078,0.5103134714934271,0.0030942427736918568,1.3198584525332784,1.1633200623769633,0.15629583690602883,0.14447548824931516,0.4301186673535879,0.1280910584588189,0.1291630150062152,0.10731510853918368,0.030363676659262095,0.15210852168179223,0.02442366366013692,0.034401863840869226,0.12844994370259033,0.006073756477840001,0.050133467342837364,0.22762806612238845,0.011299411680788834,0.3012669230747403,0.254387184896807,0.22475006470139097,0.26177171991686715,0.16892090225262488,0.02790307128676464,0.42514710679503576,0.0050287244077921595,0.018195196146392582,0.0,0.1053689355938932,0.11615404262461403,0.02274987523503564,0.0,0.11302280142910916,0.025242067840048028,0.0612549278700018,0.03133907543408959,0.07759949979725411,0.041477059789574305,0.00872513377390893,0.16035738165086239,0.2423328084631687,0.03795487053234466,0.0,0.100139122546182,0.31564560140473846,0.11645580502476618,0.0157431299055073,14
0.8737367770569285,0.0,0.17646404028948665,0.3595329239389769,0.01760136670197237,0.03329126691302659,0.02145523159656957,0.14935256702532215,0.7190638006014676,0.027992424586465097,0.0,0.08837499338436015,0.029028220517729308,0.0,0.0,0.0,0.41266370104448685,0.0,0.027183688369658433,0.0,0.570476140688131,0.4036808058082334,0.0,1.2731377993462598,1.0784946411619762,0.2977063560114835,0.11351645505303334,0.7502069779423044,0.07319489054789652,0.2712423315130519,0.12877813024702042,0.08350011081297076,0.15210852168179223,0.02442366366013692,0.011467287946956409,0.1669849268133674,0.0,0.012533366835709341,0.08536052479589568,0.0,0.464453173073558,0.1990856229627185,0.8740280293942981,0.8601070797268493,0.4973782121882844,0.18136996336397015,0.24564055059268733,0.0,0.012130130764261723,0.0,0.18642196297381103,1.829426171337671,0.13649925141021385,0.0,0.2888360480966123,0.025242067840048028,0.04594119590250135,0.020892716956059727,0.1066993122212244,0.047402354045227774,0.06980107019127144,0.05727049344673656,1.1510808402000514,0.01897743526617233,0.0,0.300417367638546,0.7828010914837513,0.1497288921746994,0.047229389716521894,8
1.2559966170193348,0.015437415843896407,0.12604574306391902,0.2603514276799488,0.03520273340394474,0.0,0.017164185277255654,0.09956837801688144,0.6380425272942599,0.0,0.004406161768651936,0.06312499527454296,0.00967607350590977,0.007661702178737535,0.034344787962117394,0.02714522182697404,0.20194181114942972,0.0040561362205904575,0.05980411441324856,0.0,0.520434373961102,0.7311954218413284,0.0,1.0979353498949396,1.054258806529123,0.22327976700861263,0.11351645505303334,0.44012142705948526,0.04269701948627297,0.4391542510211316,0.12877813024702042,0.08350011081297076,0.3871853279172893,0.01221183183006846,0.034401863840869226,0.17982992118362645,0.0,0.0062666834178546705,0.17072104959179135,0.0,0.3891364423048729,0.11060312386817694,0.33712509705208643,0.548474079825817,0.2533813533789373,0.12556382079044087,0.16061112923368018,0.010057448815584319,0.0,0.0,0.17021135749782745,1.2050981922303705,0.02274987523503564,0.0,0.21348751381053951,0.050484135680096055,0.01531373196750045,0.020892716956059727,0.1357991246451947,0.011850588511306943,0.07852620396518037,0.06872459213608388,0.46043233608002054,0.009488717633086166,0.0,0.200278245092364,0.7575494433713723,0.18300197932463258,0.0629725196220292,12
0.582491184704619,0.0,0.07562744583835142,0.11157918329140662,0.01173424446798158,0.011097088971008863,0.0,0.34848932305908503,0.3747233890458352,0.0,0.0,0.025249998109817186,0.0,0.0,0.02289652530807826,0.0,0.11414102369315593,0.0040561362205904575,0.005436737673931687,0.0,0.2802338936713626,0.5103134714934271,0.0,0.7241701243987899,0.5089525272899214,0.10419722460401923,0.0515983886604697,0.5301462644125619,0.02439829684929884,0.1291630150062152,0.10731510853918368,0.05313643415370867,0.09679633197932233,0.0,0.011467287946956409,0.14129493807284935,0.0,0.012533366835709341,0.014226754132649278,0.005649705840394417,0.23850298076750273,0.2322665601231716,0.11237503235069549,0.2742370399129085,0.10322944026549298,0.0,0.09447713484334128,0.0050287244077921595,0.0,0.0,0.08105302737991785,0.4646161704984561,0.0,0.0,0.012558089047678795,0.0,0.01531373196750045,0.0,0.1357991246451947,0.005925294255653472,0.00872513377390893,0.14890328296151506,0.2059828871936934,0.028466152899258496,0.020306093539555432,0.0801112980369456,0.31564560140473846,0.083182717874833,0.0314862598110146,5
0.9920552989500543,0.0,0.2604945356654327,0.12397687032378514,0.02346848893596316,0.011097088971008863,0.0,0.32359722855486467,0.5772765723138542,0.0,0.0,0.012624999054908593,0.0,0.01532340435747507,0.1144826265403913,0.01357261091348702,0.2985226773513309,0.028392953544133202,0.027183688369658433,0.0,0.8907434477411169,1.7975220786932657,0.012376971094767427,1.6469030248424095,1.2602634009083769,0.6996099366269862,0.23735258783816063,1.0102787302956366,0.09759318739719536,0.24540972851180884,0.10731510853918368,0.030363676659262095,0.16593656910740973,0.07327099098041076,0.022934575893912817,0.12844994370259033,0.006073756477840001,0.05640015076069203,0.15649429545914206,0.028248529201972086,0.26360855769039776,0.254387184896807,0.1997778352901253,0.722988559770395,0.2815348370877081,0.12556382079044087,0.6424445169347207,0.015086173223376478,0.0,0.0,0.12968484380786854,0.13067329795269078,0.0,0.0,0.06279044523839397,0.0,0.04594119590250135,0.010446358478029863,0.18429881201847853,0.047402354045227774,0.11342673906081609,0.06872459213608388,0.35138257227159464,0.028466152899258496,0.0,0.060083473527709194,0.5429104344161502,0.09981926144979959,0.1416881691495657,13
