x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,y
0.7307230886318746,0.07151463773009548,0.03744611885913232,0.5962335094509463,0.23532013877885108,0.2718863227619431,0.6268280491464892,0.40447272921748423,0.38215291158623327,0.1501096216076059,0.11713119164796978,0.37707628408779964,0.06292663904153026,0.0690200762214415,0.05489494431655445,0.1892360995525924,0.1464393965564287,0.1373143632622695,0.17723552413489407,0.685986584112873,0.25116922353615256,0.4341278262653762,0.08761464511369502,0.07968486645151834,0.02463612529603913,0.018575916600314574,0.03992163284708384,0.13379583773161216,0.482003602580896,2
0.4728208220559189,0.02600532281094381,0.05349445551304618,0.7969457799591857,0.09412805551154044,0.16856952011240472,0.2856431616363748,0.32935636521995143,0.24105029807747022,0.1266549932314175,0.07027871498878188,0.398830685092865,0.11536550490947214,0.06409007077705282,0.06756300838960548,0.15138887964207393,0.027118406769709023,0.08925433612047519,0.11159273741826664,0.32889767731439123,0.2363945633281436,0.6709248224101269,0.015929935475217274,0.026561622150506115,0.018477093972029346,0.012383944400209715,0.0,0.106249635845692,0.21208158513559422,0
0.5946080034945647,0.15603193686566286,0.03744611885913232,0.6021368115247181,0.03361716268269301,0.16856952011240472,0.24597050029798942,0.47381091136905296,0.4056700138376938,0.09381851350475369,0.05856559582398489,0.26830427906247284,0.08390218538870702,0.08381009255460754,0.021113440121751714,0.14381943565997024,0.1464393965564287,0.08238861795736172,0.09846418007494115,0.31950060081969434,0.2437818934321481,0.5656817130124598,0.13540445153934683,0.07968486645151834,0.009238546986014673,0.030959861000524287,0.013307210949027946,0.07870343395977185,0.35668266590986303,3
0.4728208220559189,0.11052262194651119,0.048145009961741564,0.4250377493115657,0.2285967062423125,0.592712183621036,0.51574459739901,0.44492000213923266,0.3645150848976379,0.3987286823952032,0.04099591707678943,0.4060821520945535,0.11536550490947214,0.04437004899949811,0.012668064073051027,0.12111110371365914,0.19525252874190496,0.17850867224095038,0.0918999014032784,0.38528013628257257,0.26594388374416156,0.6577694337354185,0.13540445153934683,0.08853874050168706,0.012318062648019565,0.030959861000524287,0.07097179172814905,0.1534716962215551,0.7808458361810515,6
0.687739377535882,0.22104524389302238,0.05349445551304618,0.5253938845656854,0.24204357131538967,0.4676444751505421,0.9680129366566035,0.8956181861244293,0.7937022009867922,0.3002192432152118,0.10541807248317281,0.7396496341722224,0.26219432933970943,0.059160065332664144,0.05067225629220411,0.19680554353469612,0.1247446711406615,0.2540315720351986,0.12472129476159212,0.31010352432499744,0.18468325260011217,0.960343373253711,0.11150954832652092,0.21249297720404892,0.06774934456410761,0.061919722001048574,0.04879310681310247,0.12592549433563496,0.6651649715616365,7
0.42983711095992627,0.1625332675683988,0.04279556441043694,0.3837146347951635,0.08068119043846322,0.28819950212765966,0.5316136619343642,0.6529345485939388,0.5644104540350523,0.09850943917999137,0.08199183415357886,0.3118130810726036,0.22024323664535592,0.04930005444388679,0.01689075209740137,0.07569443982103696,0.1301683524946033,0.15791151775160994,0.11815701608992939,0.19733860638863474,0.13297194187208078,0.5919924903618766,0.10354458058891228,0.07968486645151834,0.02155660963403424,0.006191972200104858,0.062100317762130416,0.07870343395977185,0.241001801290448,3
0.687739377535882,0.136527944757455,0.1551339209878339,0.4191344472377939,0.31600132921731433,0.3099504079486151,0.42053021018688513,0.6298218212100826,0.5232555250949964,0.18763702700950738,0.06442215540638338,0.5438600251266341,0.12585327808306052,0.10353011433216226,0.04644956826785377,0.09840277176734806,0.20067621009584677,0.12358292693604256,0.45949950701639203,0.6483982781340856,0.39152849551223784,0.3420401055424176,0.18319425796499866,0.20363910315388023,0.02463612529603913,0.04953577760083886,0.022178684915046577,0.3738413113089163,0.597684467200311,4
0.9886253552078305,0.09751996054103929,0.11233835657739698,0.37190803064761996,0.15463894834038786,0.28276177567242083,0.7617150976969995,0.5431490935206217,0.5114969739692661,0.14072777025713054,0.06442215540638338,0.319064548074292,0.07341441221511864,0.1676201851092151,0.04644956826785377,0.10597221574945175,0.16813412197219593,0.06865718163113475,0.17723552413489407,0.4134713657666632,0.19945791280812117,0.22364160747004228,0.16726432248978138,0.150515858852868,0.006159031324009782,0.05572774980094372,0.026614421898055893,0.14953652452356653,0.5784043230970751,0
0.4584929183572547,0.05851197632462357,0.048145009961741564,0.21842217672955458,0.08740462297500183,0.15225634074668812,0.5316136619343642,0.3582472744497717,0.24692957364033535,0.06567295945332759,0.029282797911992446,0.38432775108948813,0.04195109269435351,0.04930005444388679,0.029558816170452397,0.08326388380314066,0.10304994572489429,0.144180081425383,0.059078508044964693,0.2067356828833316,0.08126063114404936,0.13155388674708368,0.07964967737608637,0.008853874050168705,0.003079515662004891,0.006191972200104858,0.0576645807791211,0.06689791886580608,0.241001801290448,1
0.7808707515771994,0.20154125178481452,0.05349445551304618,0.33648821820498953,0.2285967062423125,0.4839576545162587,1.8725496151717904,0.8147236402809325,0.6114446585379733,0.44094701347234233,0.13470087039516526,0.732398167170534,0.16780437077741403,0.0936701034433849,0.01689075209740137,0.07569443982103696,0.11389730843277789,0.15791151775160994,0.1050284587466039,0.5450304366924197,0.22161990312013463,0.8945664298801691,0.1274394838017382,0.04426937025084353,0.02463612529603913,0.08049563860136315,0.026614421898055893,0.11411997924166918,0.41452309821957056,1
