x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,y
3.134742316452916,0.29448833095212723,2.3665878449931967,0.6021924704936965,0.8981056555744613,1.6894042973417134,1.9109287408247881,1.7970192598472308,0.5969338877508334,0.2805520625960499,0.7368019437455973,0.4586875270294072,0.9322854686293311,0.43060028284934215,0.7665878768132378,2.8780520554450213,1.2805789290192586,0.6698367527865328,0.284746949367279,0.3113039265367368,0.052250338534585335,9.240299704621556,2.193654644428469,2
2.028362675351887,0.10708666580077353,3.1632609809315,0.2408769881974786,0.556825506456166,0.7698551228392618,1.5560419746716132,1.1335044562113301,0.5036629677897657,0.16833123755762994,0.7793097481924587,0.36695002162352575,0.17264545715357985,0.2798901838520724,0.4826664409564831,1.379887971788709,1.205250756724008,1.0352022543064596,0.05177217261223255,0.10376797551224559,0.03483355902305689,7.337885059552411,0.9652080435485264,1
2.5508197280940395,0.6425199948046412,2.3900194078149113,0.08602749578481379,0.556825506456166,0.6629308002226977,2.2385165249661805,1.9076050604532142,0.37308367984427093,0.14027603129802496,0.5242629215112904,0.34860252054234947,0.9322854686293311,0.2583601697096053,0.4258821537851321,1.3404626011661742,1.2429148428716332,0.8728175869642699,0.44006346720397665,0.3113039265367368,0.08708389755764223,5.435470414483268,1.623304436877067,1
2.028362675351887,0.45511832965328747,1.687072523163467,0.5849869713367337,1.9578703291523256,1.3900161940153337,2.102021614907267,1.7140799093927432,1.5856056393381512,0.09819322190861746,0.7934790163414125,0.2935600172988206,1.2430472915057749,0.5597803677041449,0.3974900101994566,1.616440195523916,1.355907101314509,1.014904170888686,0.44006346720397665,0.3458932517074853,0.08708389755764223,10.599167308242372,3.55372052397412,1
2.950345709602744,0.9102366593065749,2.0854090911326186,0.6193979696506593,1.5447417275880735,2.6089534718441647,4.231342211826317,3.7322707704519407,1.193867775501667,0.2524968563364449,1.445265351193287,0.47703502811058346,0.7941691029064673,0.796610523271283,0.539450728127834,1.3010372305436397,0.9416021536906313,1.4817600894974816,0.36240520828562783,0.8301438040979647,0.17416779511528446,8.696752663173228,3.0272434093112874,1
1.8439660685017152,0.6692916612548345,1.523051583411463,0.20646598988355308,0.9519919949089289,1.4327859230619595,3.084784967331444,2.654059214543602,0.39173786383648446,0.1963864438172349,0.6092785304050131,0.18347501081176287,0.8286981943371832,0.49519032527674345,0.5110585845421586,0.8279327830732253,0.6779535506572545,0.9134137537998174,0.33651912197951156,0.3113039265367368,0.017416779511528445,5.435470414483268,1.0968273222142344,0
2.950345709602744,0.562204995454061,1.6636409603417521,0.8086584603772496,1.0238404473548859,1.1333978197355798,2.975589039284313,2.460534063483131,0.7461673596885419,0.15430363442782744,1.0626951111715346,0.23851751405529173,1.2775763829364908,0.38754025456440794,1.9874500509972832,2.7203505729548834,1.9961965658241383,0.5277501688621167,0.5953799850406742,0.7955544789272162,0.13933423609222756,25.81848446879552,2.7201317590913017,2
4.241121957553945,0.40157499675290076,1.4761884577680335,0.3957264806101434,0.9340298817974397,2.0529469942380314,2.5661043091075726,2.4052411631801394,0.5596255197664064,0.15430363442782744,0.6234477985539669,0.25686501513646803,1.070401834352195,0.21530014142467108,0.7665878768132378,1.7347163073915197,1.0169303259858817,0.34506741810215324,0.5436078124284418,0.588018527902725,0.156751015603756,10.327393787518208,2.632385573314163,0
1.966897139735163,0.24094499805174044,0.8669678244034482,0.22367148904051584,0.5029391671216983,1.4327859230619595,1.6925368847305267,1.161150906362826,0.2611585758909896,0.07013801564901248,0.7509712118945511,0.20182251189293915,0.6560527371836034,0.4521302969918093,0.2555292922710793,0.8673581536957599,0.41430494762387776,0.2029808341777372,0.25886086306116274,0.03458932517074853,0.017416779511528445,4.620149852310778,1.0968273222142344,0
3.3498716911114492,0.8299216599559949,1.3355990808377445,0.5849869713367337,1.598628066922541,5.046828027501827,3.8491564636613593,2.875230815755569,1.7534932952680733,0.32263487198545737,1.4310960830443331,0.18347501081176287,0.7251109200450353,0.49519032527674345,0.4542742973708076,2.286671496107003,1.1299225844287575,1.380269672408613,0.4141773808978604,0.17294662585374265,0.2264181336498698,7.881432101000739,1.8865429942084833,0
